id,周期,场地编号,场地名称,wg,xig,结构阻尼比,减震比,miu,zeta,kappa,gamma,alpha,ok
4244,2.9000000000000004,4,设计地震第2组+I1,20.94,0.64,0.02,0.9,0.5417342077324853,0.0005517825525386821,0.030953176550218287,0.9162402779660599,-3.3821784754433164,True
4245,2.9000000000000004,4,设计地震第2组+I1,20.94,0.64,0.05,0.5,0.5782335518168923,0.15574314561294872,0.6180280791076129,0.5194225031781491,-0.6979971864981531,True
4246,2.9000000000000004,4,设计地震第2组+I1,20.94,0.64,0.05,0.6,0.22301723974210946,0.03306412721473073,0.2389146181860165,0.6189346506180422,-1.1214560076611677,True
4247,2.9000000000000004,4,设计地震第2组+I1,20.94,0.64,0.05,0.7,0.10883695713309166,0.009051434763159116,0.12439073714905036,0.7186750215048311,-1.9039820182469085,True
4248,2.9000000000000004,4,设计地震第2组+I1,20.94,0.64,0.05,0.8,0.10995905928283228,0.01034990705810418,0.10582898636034865,0.8145978446087999,-2.274913515307097,True
4249,2.9000000000000004,4,设计地震第2组+I1,20.94,0.64,0.05,0.9,0.8663151701265214,0.0026379600363817812,0.04774644261409672,0.9034560537712975,-4.602977091363709,True
4250,2.9000000000000004,5,设计地震第3组+I1,17.95,0.64,0.02,0.5,0.593314056048647,0.13677694005352958,0.6175093026273646,0.5170369261800059,-0.7370838978728069,True
4251,2.9000000000000004,5,设计地震第3组+I1,17.95,0.64,0.02,0.6,0.15147346371019976,0.0021514147680358198,0.1694715855231254,0.6157594520337107,-1.6327353550926877,True
4252,2.9000000000000004,5,设计地震第3组+I1,17.95,0.64,0.02,0.7,0.13931271537626322,0.02145528809320396,0.142970324627834,0.7048333646623702,-1.6431226295170482,True
4253,2.9000000000000004,5,设计地震第3组+I1,17.95,0.64,0.02,0.8,0.11655217495972048,0.009530693363626996,0.11875903694897172,0.7800598759488653,-2.427570644889949,True
4254,2.9000000000000004,5,设计地震第3组+I1,17.95,0.64,0.02,0.9,0.1965643256646717,0.0011955350726510217,0.04538902674160172,0.9003634125752005,-4.234173539438326,True
4255,2.9000000000000004,5,设计地震第3组+I1,17.95,0.64,0.05,0.5,0.613671493632134,0.14849820098652095,0.6487510699685742,0.5192674703779041,-0.6984208202846213,True
4256,2.9000000000000004,5,设计地震第3组+I1,17.95,0.64,0.05,0.6,0.25283619949844627,0.04651128535353605,0.2643291448379244,0.6102291199312662,-1.0311672990918657,True
4257,2.9000000000000004,5,设计地震第3组+I1,17.95,0.64,0.05,0.7,0.22861723027093134,0.003890298335926967,0.21269833455010007,0.7126602909456479,-1.541262320534382,True
4258,2.9000000000000004,5,设计地震第3组+I1,17.95,0.64,0.05,0.8,0.1330905417583178,0.0008437633577269565,0.06398482668388505,0.7951763318711464,-2.576048480989001,True
4259,2.9000000000000004,5,设计地震第3组+I1,17.95,0.64,0.05,0.9,0.7771655826059399,0.00025686621857334835,0.04090887338600213,0.8933558504332807,-2.8452016395353104,True
4260,2.9000000000000004,6,设计地震第1组+II,17.95,0.72,0.02,0.5,0.4682799687108395,0.11592060413897487,0.5429305325666854,0.5187778000875184,-0.7434955780905943,True
4261,2.9000000000000004,6,设计地震第1组+II,17.95,0.72,0.02,0.6,0.16683716451255354,0.005648732227450104,0.1818853630265993,0.5977077173749723,-1.502437890054776,True
4262,2.9000000000000004,6,设计地震第1组+II,17.95,0.72,0.02,0.7,0.17245389649610143,0.002399235981697112,0.16559682909843942,0.6993901062881741,-1.9811901817250746,True
4263,2.9000000000000004,6,设计地震第1组+II,17.95,0.72,0.02,0.8,0.1332975263394231,0.003788806526279498,0.06833161464580606,0.7952786410947703,-2.505676327194192,True
4264,2.9000000000000004,6,设计地震第1组+II,17.95,0.72,0.02,0.9,0.6095095024221353,0.0025940463140163295,0.0344103428304966,0.9009524819110444,-3.0956198943244697,True
4265,2.9000000000000004,6,设计地震第1组+II,17.95,0.72,0.05,0.5,0.609558899771861,0.161960327341857,0.6339520859267718,0.5199639262229592,-0.6997943414926076,True
4266,2.9000000000000004,6,设计地震第1组+II,17.95,0.72,0.05,0.6,0.20593883995666235,0.03497298087904588,0.23831390767033328,0.6199689551791498,-1.087081558454109,True
4267,2.9000000000000004,6,设计地震第1组+II,17.95,0.72,0.05,0.7,0.1345621282947222,0.003398448254156472,0.1420307020994328,0.6899614436347705,-2.1472511584178187,True
4268,2.9000000000000004,6,设计地震第1组+II,17.95,0.72,0.05,0.8,0.10268116818875944,0.0021708980364419372,0.05018762536486704,0.8083637255560705,-2.854438636908459,True
4269,2.9000000000000004,6,设计地震第1组+II,17.95,0.72,0.05,0.9,0.7947378888334177,0.003468915845967202,0.04324834080970541,0.8992156514691286,-3.2704551604475127,True
4270,2.9000000000000004,7,设计地震第2组+II,15.71,0.72,0.02,0.5,0.5629507047157787,0.1313638845932773,0.5999189957970306,0.5189998246804078,-0.7441935895421896,True
4271,2.9000000000000004,7,设计地震第2组+II,15.71,0.72,0.02,0.6,0.17817217244336137,0.005091555454519059,0.1849762289596813,0.5998481378698233,-1.5228534032078227,True
4272,2.9000000000000004,7,设计地震第2组+II,15.71,0.72,0.02,0.7,0.11810406385439681,0.0020629391227881544,0.12531577144053407,0.7159820885875441,-2.565865507655648,True
4273,2.9000000000000004,7,设计地震第2组+II,15.71,0.72,0.02,0.8,0.18884588918720102,0.0017250329384582708,0.27903852074622004,0.8094317838457613,-2.0062477566224923,True
4274,2.9000000000000004,7,设计地震第2组+II,15.71,0.72,0.02,0.9,0.12451822403459417,0.006659150173210726,0.12124628663991605,0.9065593093596706,-2.950269899238952,True
4275,2.9000000000000004,7,设计地震第2组+II,15.71,0.72,0.05,0.5,0.6229354115049199,0.1595055770837186,0.6466479275125856,0.5193129370669679,-0.6994604404459956,True
4276,2.9000000000000004,7,设计地震第2组+II,15.71,0.72,0.05,0.6,0.22968904845184868,0.03768254099549756,0.25251276979232407,0.6161748187824292,-1.0778969124997941,True
4277,2.9000000000000004,7,设计地震第2组+II,15.71,0.72,0.05,0.7,0.19210264974909014,0.0030712187519015277,0.18358352172064424,0.7049841082346977,-1.7750421284117537,True
4278,2.9000000000000004,7,设计地震第2组+II,15.71,0.72,0.05,0.8,0.18019613012817598,0.009797424150984169,0.16057820737792705,0.8090553909349139,-2.0258394420812884,True
4279,2.9000000000000004,7,设计地震第2组+II,15.71,0.72,0.05,0.9,0.8847817248462269,0.0032202378155308797,0.04820756650125657,0.8912270493116434,-3.453909731091531,True
4280,2.9000000000000004,8,设计地震第3组+II,13.96,0.72,0.02,0.5,0.47024320416333676,0.1281116167315216,0.539022002659902,0.5184773650795463,-0.7417503504923372,True
4281,2.9000000000000004,8,设计地震第3组+II,13.96,0.72,0.02,0.6,0.17396725843822403,0.005363747517494466,0.18624436249020965,0.5953393621539115,-1.4873077741275986,True
4282,2.9000000000000004,8,设计地震第3组+II,13.96,0.72,0.02,0.7,0.1313510546933938,0.0028179511637833055,0.1540061544925433,0.684457702824024,-1.7938094487454237,True
4283,2.9000000000000004,8,设计地震第3组+II,13.96,0.72,0.02,0.8,0.1443983327180023,0.015145048611946765,0.13785529984425976,0.7927464605807024,-2.1075946345057712,True
4284,2.9000000000000004,8,设计地震第3组+II,13.96,0.72,0.02,0.9,0.0829149565317851,0.005430847446850295,0.09211580523934815,0.888656173958035,-3.0464589735346324,True
4285,2.9000000000000004,8,设计地震第3组+II,13.96,0.72,0.05,0.5,0.6600351978841066,0.15365541095774926,0.675677602556926,0.5199769181635063,-0.7002563212413737,True
4286,2.9000000000000004,8,设计地震第3组+II,13.96,0.72,0.05,0.6,0.26088382498088347,0.03951167344683165,0.2675456052090645,0.6194581148777224,-1.07928723968528,True
4287,2.9000000000000004,8,设计地震第3组+II,13.96,0.72,0.05,0.7,0.1292752484178189,0.006357491063754939,0.13431792806325799,0.7050678560789609,-2.1571358662666973,True
4288,2.9000000000000004,8,设计地震第3组+II,13.96,0.72,0.05,0.8,0.11083944969504661,0.000449299815664439,0.11827587424424196,0.8070821677736446,-2.987766933451942,True
4289,2.9000000000000004,8,设计地震第3组+II,13.96,0.72,0.05,0.9,0.21830723597338225,0.0019186884307763608,0.05164550283287095,0.9098178311488163,-3.002425969744,True
4290,2.9000000000000004,9,设计地震第1组+III,13.96,0.8,0.02,0.5,0.5725693521840077,0.12687333767766756,0.6089006558723796,0.5193790713353748,-0.7449481528337749,True
4291,2.9000000000000004,9,设计地震第1组+III,13.96,0.8,0.02,0.6,0.2050871491811212,0.0006123185203397163,0.20448350313666092,0.617771482734482,-1.442800269140187,True
4292,2.9000000000000004,9,设计地震第1组+III,13.96,0.8,0.02,0.7,0.12701252942541635,0.022611506451752084,0.13953274592409093,0.6964941212920248,-1.507272972865958,True
4293,2.9000000000000004,9,设计地震第1组+III,13.96,0.8,0.02,0.8,0.3207586431559819,0.0020374357852148695,0.0694057201549837,0.8052018913272716,-2.2650138929335744,True
4294,2.9000000000000004,9,设计地震第1组+III,13.96,0.8,0.02,0.9,0.7139170744561931,0.0025879666402039425,0.03908702760254612,0.8811042532777704,-3.832755194093134,True
4295,2.9000000000000004,9,设计地震第1组+III,13.96,0.8,0.05,0.5,0.6285102339722979,0.16066461176175334,0.6502539712954608,0.5194077174188358,-0.7004946590480893,True
4296,2.9000000000000004,9,设计地震第1组+III,13.96,0.8,0.05,0.6,0.20118268729137395,0.039096191816748616,0.2275402264858799,0.6194053122769034,-1.0713757719253458,True
4297,2.9000000000000004,9,设计地震第1组+III,13.96,0.8,0.05,0.7,0.11817888258530856,0.003570348050969452,0.13151224800580924,0.7160892686747022,-2.2074149992361773,True
4298,2.9000000000000004,9,设计地震第1组+III,13.96,0.8,0.05,0.8,0.095115826242535,0.0012129843325390244,0.04679600929316885,0.8106716277895052,-3.628034949229635,True
4299,2.9000000000000004,9,设计地震第1组+III,13.96,0.8,0.05,0.9,0.6272244947196878,0.002567693610248667,0.03397925968452736,0.9155592761422996,-3.618910959979735,True
4300,2.9000000000000004,10,设计地震第2组+III,11.42,0.8,0.02,0.5,0.43509336885134403,0.10467660505083654,0.5282466897982857,0.5194041405573205,-0.7466114267643266,True
4301,2.9000000000000004,10,设计地震第2组+III,11.42,0.8,0.02,0.6,0.17153198399791109,0.003962866991481684,0.18639715899822978,0.5969316845653853,-1.4947095277235127,True
4302,2.9000000000000004,10,设计地震第2组+III,11.42,0.8,0.02,0.7,0.15166872107735813,0.0032344311716737684,0.14960778616076548,0.7119092974868916,-2.2154868192487025,True
4303,2.9000000000000004,10,设计地震第2组+III,11.42,0.8,0.02,0.8,0.02595984955102093,0.0013582408529388967,0.022627018560670453,0.7805963939874109,-4.377692543410585,True
4304,2.9000000000000004,10,设计地震第2组+III,11.42,0.8,0.02,0.9,0.9587007161878103,0.0032455474380072014,0.05414260964201845,0.8863262211846846,-4.23805643655877,True
4305,2.9000000000000004,10,设计地震第2组+III,11.42,0.8,0.05,0.5,0.5261037686921937,0.13533465665083122,0.6069416001956284,0.5199083908172353,-0.7013992407631751,True
4306,2.9000000000000004,10,设计地震第2组+III,11.42,0.8,0.05,0.6,0.24496910903579822,0.05262498596776266,0.24792563354913616,0.6162168265157945,-1.0338603341680332,True
4307,2.9000000000000004,10,设计地震第2组+III,11.42,0.8,0.05,0.7,0.12130777628204059,0.01755554987159036,0.12736640965466506,0.7138450746583758,-1.6628713145360574,True
4308,2.9000000000000004,10,设计地震第2组+III,11.42,0.8,0.05,0.8,0.14824877789801938,0.002500720340763929,0.07038860820523357,0.8035127804257026,-2.1524106819993585,True
4309,2.9000000000000004,10,设计地震第2组+III,11.42,0.8,0.05,0.9,0.35070169978366567,0.00016335398080463692,0.07979068219505758,0.9043859403922997,-5.261021354368915,True
4310,2.9000000000000004,11,设计地震第3组+III,9.67,0.8,0.02,0.5,0.6048407078149968,0.13589570772570153,0.6277272673526948,0.5187792290166867,-0.7466220940542813,True
4311,2.9000000000000004,11,设计地震第3组+III,9.67,0.8,0.02,0.6,0.18696812679594849,0.0005902200981245942,0.18849845371021667,0.6142901277868379,-1.5722918960690602,True
4312,2.9000000000000004,11,设计地震第3组+III,9.67,0.8,0.02,0.7,0.11238245749758524,0.011056058191180662,0.12635663245884055,0.7046348643427285,-1.9201571713359877,True
4313,2.9000000000000004,11,设计地震第3组+III,9.67,0.8,0.02,0.8,0.17101550229650364,0.013118922808162292,0.15776768444305422,0.7827874224951583,-2.057097687083801,True
4314,2.9000000000000004,11,设计地震第3组+III,9.67,0.8,0.02,0.9,0.08475650165048615,0.004332318934293977,0.09568317305805663,0.8983408397490545,-3.079660450086476,True
4315,2.9000000000000004,11,设计地震第3组+III,9.67,0.8,0.05,0.5,0.5868957160927036,0.15100941919542415,0.6398075866684882,0.5180814581163609,-0.7024971380556292,True
4316,2.9000000000000004,11,设计地震第3组+III,9.67,0.8,0.05,0.6,0.22926835141530894,0.03589584705155974,0.24726019238874458,0.6180817420601539,-1.1092718340568568,True
4317,2.9000000000000004,11,设计地震第3组+III,9.67,0.8,0.05,0.7,0.12716982608415056,0.008039355337913001,0.15364051724702504,0.7143629995124929,-1.6833429698207698,True
4318,2.9000000000000004,11,设计地震第3组+III,9.67,0.8,0.05,0.8,0.1338478634793152,0.00864109403372626,0.12947595961001485,0.7824891394143411,-2.2764424298153143,True
4319,2.9000000000000004,11,设计地震第3组+III,9.67,0.8,0.05,0.9,0.8261686550540377,0.003226920986376114,0.04604117606610936,0.9143338053891384,-4.023349926425719,True
4320,2.9000000000000004,12,设计地震第1组+IV,9.67,0.9,0.02,0.5,0.5193829277111808,0.11833185045668371,0.5818833528599393,0.5187528721377713,-0.7499449021929878,True
4321,2.9000000000000004,12,设计地震第1组+IV,9.67,0.9,0.02,0.6,0.15419829751698894,0.0019227415466512854,0.16132638723646392,0.6177634158898737,-1.82195933344894,True
4322,2.9000000000000004,12,设计地震第1组+IV,9.67,0.9,0.02,0.7,0.13819531454291428,0.014984078816950908,0.14159418748016794,0.6931556309339245,-1.851140564640629,True
4323,2.9000000000000004,12,设计地震第1组+IV,9.67,0.9,0.02,0.8,0.18726200749920313,0.015749812243504913,0.1659532648768519,0.8187280791939913,-2.0149118462026507,True
4324,2.9000000000000004,12,设计地震第1组+IV,9.67,0.9,0.02,0.9,0.15042776726504986,0.0009411424468542817,0.07957626193446116,0.9112849966291009,-4.497311355583907,True
4325,2.9000000000000004,12,设计地震第1组+IV,9.67,0.9,0.05,0.5,0.6092201442213367,0.14835614821580162,0.6527598995921008,0.5190441722932742,-0.7047859997705971,True
4326,2.9000000000000004,12,设计地震第1组+IV,9.67,0.9,0.05,0.6,0.20767612164971322,0.03712063310385222,0.23622909364274958,0.617835679601462,-1.0875658894995566,True
4327,2.9000000000000004,12,设计地震第1组+IV,9.67,0.9,0.05,0.7,0.025594189953760726,0.0007057115488179888,0.021656058890045127,0.7102583842985779,-4.940487949954983,True
4328,2.9000000000000004,12,设计地震第1组+IV,9.67,0.9,0.05,0.8,0.12777391171286934,0.001921705915940597,0.06295087235384339,0.8030506132173099,-2.7724884004581782,True
4329,2.9000000000000004,12,设计地震第1组+IV,9.67,0.9,0.05,0.9,0.9742714462747533,0.004464931819326667,0.055152982884295154,0.9077535804877818,-3.4219297134076405,True
4330,2.9000000000000004,13,设计地震第2组+IV,8.38,0.9,0.02,0.5,0.4931990615516831,0.12059540391411933,0.5607857298909554,0.5192197367121532,-0.7563285195662253,True
4331,2.9000000000000004,13,设计地震第2组+IV,8.38,0.9,0.02,0.6,0.15189749115629114,0.006596580196891577,0.17133798577888298,0.6145131407677848,-1.5761735956265583,True
4332,2.9000000000000004,13,设计地震第2组+IV,8.38,0.9,0.02,0.7,0.15773055819966314,0.012421131226577842,0.15497572835516726,0.6910929244290562,-1.8919375829766123,True
4333,2.9000000000000004,13,设计地震第2组+IV,8.38,0.9,0.02,0.8,0.08318397464740257,0.0015953257798800302,0.06191497342225144,0.8152187284661591,-2.237178650661931,True
4334,2.9000000000000004,13,设计地震第2组+IV,8.38,0.9,0.02,0.9,0.4919755122957789,0.002363473194565424,0.026665784617258492,0.9075107133973506,-3.0656651698018647,True
4335,2.9000000000000004,13,设计地震第2组+IV,8.38,0.9,0.05,0.5,0.579696898011095,0.14485431570451196,0.6389795514865186,0.5180722782280064,-0.7057944166552481,True
4336,2.9000000000000004,13,设计地震第2组+IV,8.38,0.9,0.05,0.6,0.2014064729318505,0.03754159836129545,0.22450815308472627,0.6198355717726658,-1.1028978062183037,True
4337,2.9000000000000004,13,设计地震第2组+IV,8.38,0.9,0.05,0.7,0.14321704315555872,0.009305857191278466,0.17341616878968602,0.6895862653844533,-1.5546461514747814,True
4338,2.9000000000000004,13,设计地震第2组+IV,8.38,0.9,0.05,0.8,0.04965356029311985,0.003689326373408186,0.043255642378744796,0.7976531343338961,-2.744666415168426,True
4339,2.9000000000000004,13,设计地震第2组+IV,8.38,0.9,0.05,0.9,0.8732366328927623,0.0007453262861469856,0.048074782252868875,0.9201282874649881,-5.447146607191936,False
4340,2.9000000000000004,14,设计地震第3组+IV,6.98,0.9,0.02,0.5,0.42698563953478363,0.12032353967669263,0.5091220997953572,0.5194929125427885,-0.7555128871345422,True
4341,2.9000000000000004,14,设计地震第3组+IV,6.98,0.9,0.02,0.6,0.1693125677802605,0.004878826475730735,0.1765961958214357,0.6009498202793275,-1.6174444749885537,True
4342,2.9000000000000004,14,设计地震第3组+IV,6.98,0.9,0.02,0.7,0.12078742772927453,0.004935279525334235,0.12716645842169566,0.7073665858312282,-2.428436986893006,True
4343,2.9000000000000004,14,设计地震第3组+IV,6.98,0.9,0.02,0.8,0.2063690588352759,0.007419422324146496,0.18180301175864794,0.793517010695087,-1.9603070108344085,True
4344,2.9000000000000004,14,设计地震第3组+IV,6.98,0.9,0.02,0.9,0.4805991014882855,0.0008551403943832248,0.02577527631651816,0.9046820221353085,-5.011836096616616,True
4345,2.9000000000000004,14,设计地震第3组+IV,6.98,0.9,0.05,0.5,0.5762208594100241,0.1430442120361642,0.631638375160384,0.5196030351840404,-0.7164348374990912,True
4346,2.9000000000000004,14,设计地震第3组+IV,6.98,0.9,0.05,0.6,0.21396479169998162,0.032709568982642656,0.22913494131814643,0.6187077016211983,-1.1564724704458198,True
4347,2.9000000000000004,14,设计地震第3组+IV,6.98,0.9,0.05,0.7,0.16428233060451097,0.002341493981640741,0.16118849188974865,0.7173029067201269,-2.0788978243310376,True
4348,2.9000000000000004,14,设计地震第3组+IV,6.98,0.9,0.05,0.8,0.07252765500938635,0.0077998862251630885,0.06148212448866758,0.8180156659030418,-2.164026957393515,True
4349,2.9000000000000004,14,设计地震第3组+IV,6.98,0.9,0.05,0.9,0.2315930815904817,0.00155267120564484,0.05607890379487651,0.9052061637654449,-2.552742264059654,True
4350,3.0000000000000004,0,设计地震第1组+I0,31.42,0.64,0.02,0.5,0.11757521418910633,0.001377567659151313,0.061942831143310895,0.5187823509599832,-1.9721150610365208,True
4351,3.0000000000000004,0,设计地震第1组+I0,31.42,0.64,0.02,0.6,0.11032566510383535,0.0026938542924363484,0.12393415811608849,0.5959917275665692,-2.3107303494232427,True
4352,3.0000000000000004,0,设计地震第1组+I0,31.42,0.64,0.02,0.7,0.46057305828163814,0.00015087425821180833,0.12796533948157235,0.702546802791901,-2.288098122566438,True
4353,3.0000000000000004,0,设计地震第1组+I0,31.42,0.64,0.02,0.8,0.45510916005901364,0.0013869330390314238,0.02782490125168041,0.8140462523200432,-2.065615379794104,True
4354,3.0000000000000004,0,设计地震第1组+I0,31.42,0.64,0.02,0.9,0.2691848894147939,0.002076827005124293,0.3706381497579675,0.9160971899012164,-2.517022401698946,True
4355,3.0000000000000004,0,设计地震第1组+I0,31.42,0.64,0.05,0.5,0.17473355810890762,0.009651154351615565,0.2036760911619372,0.5197044103776703,-1.135997164414671,True
4356,3.0000000000000004,0,设计地震第1组+I0,31.42,0.64,0.05,0.6,0.18885556004088788,0.0024985596723747228,0.10553580601167534,0.6149407738852419,-1.971896553937959,True
4357,3.0000000000000004,0,设计地震第1组+I0,31.42,0.64,0.05,0.7,0.42663768996773427,0.0012464150879265001,0.1053818025095895,0.6918934429934461,-2.7755674230810605,True
4358,3.0000000000000004,0,设计地震第1组+I0,31.42,0.64,0.05,0.8,0.24470479223657243,0.0027298629487295667,0.061201282301554694,0.7825262808450951,-2.7649761405457687,True
4359,3.0000000000000004,0,设计地震第1组+I0,31.42,0.64,0.05,0.9,0.7538316157000632,0.004974633492340397,0.21301759938163756,0.912111900103233,-2.5590064016542082,True
4360,3.0000000000000004,1,设计地震第2组+I0,25.13,0.64,0.02,0.5,0.09242785045823343,0.004105649919104948,0.11368622715537419,0.5184722375786855,-1.7174454712605547,True
4361,3.0000000000000004,1,设计地震第2组+I0,25.13,0.64,0.02,0.6,0.12396545055482872,0.0019721463469575817,0.07108797930991634,0.5996238163236415,-2.993759254709654,True
4362,3.0000000000000004,1,设计地震第2组+I0,25.13,0.64,0.02,0.7,0.06673207183727675,0.003132700943445421,0.07485768254740299,0.6973952236211348,-2.7160929054772867,True
4363,3.0000000000000004,1,设计地震第2组+I0,25.13,0.64,0.02,0.8,0.2072052971065439,0.0032149106503643887,0.30761669060302294,0.7952763555492526,-2.511209111337746,True
4364,3.0000000000000004,1,设计地震第2组+I0,25.13,0.64,0.02,0.9,0.34666465481120834,0.016589947168454133,0.24970296956377452,0.8828681180778702,-1.7826281468496221,True
4365,3.0000000000000004,1,设计地震第2组+I0,25.13,0.64,0.05,0.5,0.17537967246308678,0.01509359490196105,0.20507883433311308,0.5147202478525734,-1.0723455742353236,True
4366,3.0000000000000004,1,设计地震第2组+I0,25.13,0.64,0.05,0.6,0.12673629914772733,0.012430653068651654,0.13153763958467274,0.6179546567560449,-1.6124624923548214,True
4367,3.0000000000000004,1,设计地震第2组+I0,25.13,0.64,0.05,0.7,0.5772322086783663,0.0008533224527040306,0.1492945041454919,0.7169249916184862,-2.5867297947090093,True
4368,3.0000000000000004,1,设计地震第2组+I0,25.13,0.64,0.05,0.8,0.23078797184517957,0.0022200942204899654,0.058828428825947854,0.792557206643979,-2.5489921963120943,True
4369,3.0000000000000004,1,设计地震第2组+I0,25.13,0.64,0.05,0.9,0.5019335486138876,0.0008144751251822346,0.03071372978921033,0.8941113598083648,-2.9634985720508045,True
4370,3.0000000000000004,2,设计地震第3组+I0,20.94,0.64,0.02,0.5,0.08516150031359121,0.0028309673281831094,0.06025058821030399,0.5120282701016363,-1.4105829271287464,True
4371,3.0000000000000004,2,设计地震第3组+I0,20.94,0.64,0.02,0.6,0.6638554011572555,0.003981128364660802,0.1762902004740402,0.6052127201139974,-1.7344837384344627,True
4372,3.0000000000000004,2,设计地震第3组+I0,20.94,0.64,0.02,0.7,0.14267078893386415,0.006124988243915053,0.14528111476660605,0.7072374024141943,-2.2076630717553076,True
4373,3.0000000000000004,2,设计地震第3组+I0,20.94,0.64,0.02,0.8,0.055601098057635856,0.004939585960951343,0.07377472574841026,0.7913566293960693,-1.9232288951304843,True
4374,3.0000000000000004,2,设计地震第3组+I0,20.94,0.64,0.02,0.9,0.5811559899237453,0.0019361376906643635,0.15683169779801143,0.9038352576652834,-4.050257788566492,True
4375,3.0000000000000004,2,设计地震第3组+I0,20.94,0.64,0.05,0.5,0.17775720490334335,0.01276914784885308,0.20915252871179973,0.5161618735683933,-1.0788395457563917,True
4376,3.0000000000000004,2,设计地震第3组+I0,20.94,0.64,0.05,0.6,0.09846233649896335,0.002758286913918606,0.12180513979349389,0.6063982208921482,-1.9208559772142544,True
4377,3.0000000000000004,2,设计地震第3组+I0,20.94,0.64,0.05,0.7,0.2195893244414726,0.005362510721106162,0.31906596808929716,0.7135570910816079,-1.8131937480756757,True
4378,3.0000000000000004,2,设计地震第3组+I0,20.94,0.64,0.05,0.8,0.29558719914844034,0.0009068474241111235,0.07221121394791613,0.8001050969354706,-5.209057267846773,True
4379,3.0000000000000004,2,设计地震第3组+I0,20.94,0.64,0.05,0.9,0.2775509676154775,0.0010286420660364781,0.3749249009409912,0.9065620465340886,-2.2157998487249366,True
4380,3.0000000000000004,3,设计地震第1组+I1,25.13,0.64,0.02,0.5,0.17090542741794457,0.004390172693060135,0.08818443930286496,0.4927637392587192,-1.2762757195858152,True
4381,3.0000000000000004,3,设计地震第1组+I1,25.13,0.64,0.02,0.6,0.14436534899745396,0.01031120129161478,0.14711666961846254,0.6085145941259591,-1.7550052786442587,True
4382,3.0000000000000004,3,设计地震第1组+I1,25.13,0.64,0.02,0.7,0.7232029193878391,0.0027362704480906608,0.19785687474799807,0.6939721799071498,-2.0213946446742077,True
4383,3.0000000000000004,3,设计地震第1组+I1,25.13,0.64,0.02,0.8,0.5247469136472561,0.0017026215918557464,0.13829206033268615,0.7867274542808913,-3.8426849649925936,True
4384,3.0000000000000004,3,设计地震第1组+I1,25.13,0.64,0.02,0.9,0.5460063855797528,0.0027246102893696,0.15107165389561394,0.8838592963457197,-3.3967308456147345,True
4385,3.0000000000000004,3,设计地震第1组+I1,25.13,0.64,0.05,0.5,0.1937267943749338,0.016876809424734185,0.2174294011103317,0.5198119767582718,-1.05609466560639,True
4386,3.0000000000000004,3,设计地震第1组+I1,25.13,0.64,0.05,0.6,0.15547023829423068,0.004818260705607091,0.07876723318373585,0.6195419190821526,-1.573877361616828,True
4387,3.0000000000000004,3,设计地震第1组+I1,25.13,0.64,0.05,0.7,0.4266622321804034,0.0039010048203245162,0.10752266725542148,0.7063466538770373,-2.5788677862698957,True
4388,3.0000000000000004,3,设计地震第1组+I1,25.13,0.64,0.05,0.8,0.631786373494464,0.004641577636015248,0.17061506338875787,0.788573675001751,-2.55814511525578,True
4389,3.0000000000000004,3,设计地震第1组+I1,25.13,0.64,0.05,0.9,0.4655343999380946,0.0004252493413183789,0.026219435231532418,0.886615664182925,-3.1805372864295447,True
4390,3.0000000000000004,4,设计地震第2组+I1,20.94,0.64,0.02,0.5,0.10878271690594193,0.005293294826845041,0.12617846672369887,0.5004740650523573,-1.730887512504991,True
4391,3.0000000000000004,4,设计地震第2组+I1,20.94,0.64,0.02,0.6,0.6905091977902442,0.0037577823084427586,0.18414160001383423,0.6132481413658376,-1.6728380083239778,True
4392,3.0000000000000004,4,设计地震第2组+I1,20.94,0.64,0.02,0.7,0.2774189358757357,0.0025990531042147658,0.9434774364790129,0.7148785482389828,-1.9874445642765213,True
4393,3.0000000000000004,4,设计地震第2组+I1,20.94,0.64,0.02,0.8,0.6096499533180144,0.0026635229786002856,0.16522331658917155,0.796052571734704,-3.197114537413835,True
4394,3.0000000000000004,4,设计地震第2组+I1,20.94,0.64,0.02,0.9,0.309835324509705,0.002151295558745381,0.5891575931694925,0.9184311929076807,-2.554281125266393,True
4395,3.0000000000000004,4,设计地震第2组+I1,20.94,0.64,0.05,0.5,0.16652827088928424,0.01222196230457695,0.19343946273207263,0.5185502481551996,-1.1544190853297873,True
4396,3.0000000000000004,4,设计地震第2组+I1,20.94,0.64,0.05,0.6,0.1321099782892315,0.010395236390793594,0.14362949984989687,0.5860739272109897,-1.608064274145504,True
4397,3.0000000000000004,4,设计地震第2组+I1,20.94,0.64,0.05,0.7,0.0900522551689465,0.0003706365851360305,0.10948807827746926,0.6849967423059199,-2.6510144272792338,True
4398,3.0000000000000004,4,设计地震第2组+I1,20.94,0.64,0.05,0.8,0.23638835725477603,0.0015462190027998313,0.05793859107746624,0.8213490898235511,-2.3728923774520068,False
4399,3.0000000000000004,4,设计地震第2组+I1,20.94,0.64,0.05,0.9,0.38771441122676736,0.0004893541372519294,0.27850572227318376,0.8915425162187294,-1.90015623982848,True
4400,3.0000000000000004,5,设计地震第3组+I1,17.95,0.64,0.02,0.5,0.15699519333984846,0.0005891844674139057,0.08326485070038475,0.490366088613857,-1.6097493220482644,True
